address,availability,bathroom,bedrooms,date_listed,date_update,furnished,gender,link,parking,pet,price,smoking,text,title,type_,user,views
"5 Bunerong Ct, Narre Warren South VIC 3805, Australia",,,,Yesterday,Yesterday,,,https://www.gumtree.com.au/s-ad/narre-warren-south/property-for-rent/room-for-rent/1234984121,,,$500,,"One room. For rent in 4 bedroom house two bath huge space for car parking dual living area backyard and pargola so you can sit outside for parties bus stop is just outside to the house only 2-3 min drive to Narre Warren station max 5 min drive to fountain gate shopping centre. Casey central only at less than km from. House where you can find Coles wollies aldi chemist target bws and more . Rent will be $500 per month and $700 including all bills,You just need your bed to move in . U can use kitchen laundry .",Room for rent,,"Jass,Gummie since, ,2018","14, , views"
barry rd thomastown,03/12/2019,1 Bathroom,3 Bedrooms,Yesterday,Yesterday,No,,https://www.gumtree.com.au/s-ad/thomastown/property-for-rent/unit-for-rent-bargain-price-plus-utilities/1234986891,Street,No,"$1,500",,"Hi we have a unit that is for rent it’s $1500 per month this includes electricity , gas,water and internet.,A family is preferred or girls only.",Unit for rent bargain price plus utilities,Apartment & Unit,"jass,Gummie since, ,2011","72, , views"
Oakleigh South,05/12/2019,1 Bathroom,2 Bedrooms,30/11/2019,8 hours ago,Yes,,https://www.gumtree.com.au/s-ad/oakleigh-south/property-for-rent/oakleigh-south-2br-unit-for-rental/1234665319,Off Street,No,"$1,790",No,"Oakleigh South, close to Huntingdale station 2 bedroom unit for rental. It’s fully furnished with fridge, microwave, washing machine etc.,2 rooms consist of single and double beds with robes.,Ideal for 2 students or a couple.",Oakleigh South 2br unit for rental,,"ash,Gummie since, ,2009","28, , views"
Caulfield VIC,02/12/2019,1 Bathroom,2 Bedrooms,30/11/2019,30/11/2019,No,,https://www.gumtree.com.au/s-ad/caulfield/property-for-rent/modern-first-floor-flat-caulfield-south/1234936153,Covered,Yes,$425,Yes,"Modern first floor flat at the rear of a small development in Glen Huntly Road. The flat has 2 bedrooms, 1 bathroom, kitchen/living, balcony. A/C’s to each room. Gas hot plate, dishwasher. Off street covered parking, storage cage. Handy to shops and transport. 6 or 12 months lease. Contact me for an inspection.",Modern first floor flat Caulfield South,Apartment & Unit,"john,Gummie since, ,2016","43, , views"
Heidelberg VIC,06/01/2020,1 Bathroom,2 Bedrooms,30/11/2019,30/11/2019,Yes,,https://www.gumtree.com.au/s-ad/heidelberg/property-for-rent/lease-transfer-heidelberg-apartment/1234937430,Covered,,$400,Yes,"looking for someone to take over our lease which ends in september 2020. The property is a brand new 2 bedroom 1 bathroom apartment with a great balcony, built in wardrobes, split system heating and cooling and brand new stainless steel smeg kitchen appliances. The location is amazing being right behind Leo’s supermarket, just a step away from burgundy street and Heidelberg train station. Rent is $400pw and we are happy to negotiate leaving furniture if requested. NBN has already been connected at this property so no new development fees will be applicable to this apartment. It has been an amazing place to live and we are sad to say goodbye but we hope to find someone who will love it as much as we have.",Lease transfer: Heidelberg apartment,Apartment & Unit,"Ashlynn,Gummie since, ,2019","89, , views"
Mckinnon,01/12/2019,1 Bathroom,2 Bedrooms,30/11/2019,30/11/2019,No,,https://www.gumtree.com.au/s-ad/mckinnon/property-for-rent/unit-for-rent-in-murrumbeena/1234938095,LUG,Yes,$495,No,"2 + 1 bedroom unit for lease in Murrumbeena,Walking distance to shops and Murrumbeena train station,The unit was recently renovated,Please contact me for further details and arranging a time for inspection.",Unit for rent in Murrumbeena,Apartment & Unit,"Arik,Gummie since, ,2011","49, , views"
"228 La Trobe Street, Melbourne VIC",16/11/2019,1 Bathroom,2 Bedrooms,30/11/2019,30/11/2019,Yes,,https://www.gumtree.com.au/s-ad/melbourne-cbd/property-for-rent/furnished-amazing-views-next-to-central-station-2b1b-luxury-apart/1234942064,None,,$730,No,"This stunning north facing 2 bedroom 1 bathroom apartment is located in the heart of Melbourne CBD within the most sought after Aurora Tower, which is strategically situated in the middle of La Trobe St, with direct connections to Melbourne Central Shopping Centre, Emporium, Bourke St, Mall and only about a few minutes walk to State Library, RMIT, Melbourne Uni and well within the Free Tram Zone. ,Residents will enjoy unprecedented convenience and connectivity to everything, including cultural attractions, superb shopping, entertainment and dining only an elevator ride away.,Furnished Apartment Sofa, Dining Table & Chairs, Study Desks, Queen & Double Bed and comfortable Mattress, Fridge, Washing Machine & Dryer provided!,With floor to ceiling windows, a well-considered living space and impeccable finishes, the generously sized, opulent interiors showcase stunning views over some of the citys most treasured landmarks. The sophisticated kitchen features stone bench tops, elegant joinery and European kitchen appliances.,The buildings massive of extraordinary amenities including:,- 24 hours concierge,- 25m indoor lap pool,- Sauna,- Steam Room,- Sundeck,- Plunge pool Jacuzzi,- Gym,- Yoga Zone,- Dance Barre,- Private dining lounge spaces,- BBQ deck with outdoor seating,- Private cinema,- Karaoke Room,Dont miss the rare opportunity enjoy unprecedented convenience and experience a new paradigm in urban living!",Furnished! Amazing Views! Next to Central Station -  2B1B Luxury Apart,Apartment & Unit,"Jing,Gummie since, ,2019","60, , views"
"15 Minter Ct, Truganina VIC 3029, Australia",,,,30/11/2019,30/11/2019,,,https://www.gumtree.com.au/s-ad/hoppers-crossing/property-for-rent/furnished-room-for-rent-in-truganina-near-al-tqva-school/1234688006,,,$600,,"FURNISHED ROOM FOR RENT,Close to Wyndham Shopping Centre,Not for sharing only available for single individual,Very beautiful and clean house,Luxurious Living,Double Kitchen,Beautiful Backyard with Pergola,* Shared Bathroom/ Toilet,* Low Maintenance Outdoor,* Ducted Heating and Cooling,* High Ceilings and LED Downlights,* Walking distance to schools, childcare, and kindergarten,Rent is $600 per month plus bills,Bills will be divided into all 4 members of the house,Now there are only 3 people in the house and we all are full time working individuals,So we prefer working individual,In tenant, I am looking for who can,• pay the full rent on time,,• not unreasonably disturb others,,• care for your property,Please feel free to message or call at ******8214,Thank You",Furnished Room for Rent in Truganina near Al-tqva School,,"Kanu,Gummie since, ,2015","38, , views"
Southbank VIC,20/12/2019,1 Bathroom,1 Bedroom,30/11/2019,30/11/2019,Yes,,https://www.gumtree.com.au/s-ad/southbank/property-for-rent/lease-transfer-furnished-1-bedroom-unit-with-parking-in-southbank/1234936217,Covered,,$450,,"1 bedroom apartment - FULLY FURNISHED,Rental period: 20/12/2019 - 14/6/2020 (move in date negotiable),Rent: $450/week, including secure undercover carpark. No bill included,Bond: $2,250 (5 weeks rent),Facilities: gym, pool, spas and rooftop BBQ terrace,About the apartment: Located in the ELM apartment, this apartment gives you convenient access to tram lines on St Kilda Road (3 mins walk) and only a short moment away from the Royal Botanic Gardens (5 mins walk), Melbourne CBD (15 mins walk or 5 mins tram), arts precinct, South Melbourne Market plus so much more.,Please feel free to contact me for inspections. The application process will be managed by the property manager and you will need to submit the required documentation to complete the lease transfer.",Lease transfer - furnished 1 bedroom unit with parking in Southbank,Apartment & Unit,"Carrie,Gummie since, ,2019","130, , views"
"Deer Park VIC 3023, Australia",01/12/2019,2 Bathrooms,3 Bedrooms,30/11/2019,30/11/2019,No,,https://www.gumtree.com.au/s-ad/deer-park/property-for-rent/fantastic-3-br-apartment-available-for-rent/1234945734,Street,No,"$1,500",No,"A gorgeous apartment with high ceilings, bright, well-ventilated and spacious is available for rent with open plan kitchen, lounge and two large modern bathrooms with floor to ceiling tiles. Wooden flooring throughout the apartment. Two bedrooms have BIR. All areas have plenty of natural lighting with good sized windows and blinds. ,Situated in an excellent location opposite the main park and at walking distance to major amenities, and a variety of shops and petrol pumps in close proximity. A well maintained park and under 20 minutes to the CBD by train or car, the station is within 5 minutes of the apartment.,Easy access with short distances to Werribee, Hoppers Crossing, Altona Meadows, Truganina, Delahey, Altona, Cairnlea, Caroline Springs, Rockbank, Derrimut, Keilor Downs, Keilor Plains, Laverton, Ravenhall, St. Albans, Sunshine and surrounding areas, as well as the Western Freeway and M80 Ring Road.,Rent is $1500 monthly, and bills are separate. Call ******** 551 for further info.",Fantastic 3 BR apartment available for rent,Apartment & Unit,"Anita,Gummie since, ,2010","38, , views"
22 coromandel pl,"Single priate room is available now in this 2Bed 1Bath apartment, prime location on corner of Russell and Bourke St,within free tram zone, 2 mins walk to Swanston St,China town and Bourke St Mall.",1 Bathroom,2 Bedrooms,30/11/2019,30/11/2019,Yes,,https://www.gumtree.com.au/s-ad/melbourne-cbd/property-for-rent/private-room-in-cbd/1234947638,None,No,$228,No,"Available right now, short term is welcome.ONLY SEND TEXT MESSAGE TO ******0411 TO ARRANGE IINSPECTION.NO INBOX MESSAGE.,Single priate room is available now in this 2Bed 1Bath apartment, prime location on corner of Russell and Bourke St,within free tram zone, 2 mins walk to Swanston St,China town and Bourke St Mall.,There is a single bed and mattress inside the room.Fully furnished with washing machine, fridge and some utensils in common area,,Currently there are three working holiday visa holders living here-two girls in the other room, one guy in the living space.All harder workers spending more of the time out working.,rent is $228 per week, this is including all bills-water, gas, electricity,hot water, internet.",Private Room in CBD,Apartment & Unit,"Fiona,Gummie since, ,2017","85, , views"
"23 Belgrave Road, Malvern East VIC 3145",30/11/2019,2 Bathrooms,5 Bedrooms,30/11/2019,30/11/2019,Yes,,https://www.gumtree.com.au/s-ad/malvern-east/property-for-rent/no-bills-to-pay-near-murrumbeena-malvern-east-station/1234950119,Street,No,$189,No,"A house in the heart of Malvern east for rent. Close to 2 train stations, shops and Monash university. The room is fully furnished with 2 toilets in the house. 8 minutues walk to Murrumbeena station and 5 minutues walk to Malvern east train station,,Fresh painted wall and polished floor board. all rooms are Double beds.,Price from $189 per week per room includes all bills and unlimited WIFI internet. Common area cleaned by professional cleaner. Please contact Min******0408 29 or Sheng ******** 878 for more details.,Sorry, single only.",No Bills to Pay -  Near Murrumbeena/Malvern east station,House,"Min,Gummie since, ,2012","57, , views"
arnott st,07/12/2019,2 Bathrooms,4 Bedrooms,30/11/2019,30/11/2019,Yes,,https://www.gumtree.com.au/s-ad/clayton/property-for-rent/monash-uni-clayton-campus-house-lease-transfer-3mins-walk-to-campus/1234944507,Covered,,$495,,"This is the lease transfer. My lease is ended Jan 2020. After that, you can renew the lease with the agent.,- best location for Monash students. 3 mins walk to the campus.,- 2 levels house. 4 bedrooms. 2 toilets. Big kitchen area and dining room. Quite and safe neighborhood.,- central heating,- 495/ week. Lease transfer.,*** We have lived here for almost 3 yrs. The best location and the best house.",Monash Uni Clayton campus house lease transfer-3mins walk to campus,House,"Zie Lee,Gummie since, ,2014","34, , views"
Dandenong VIC,,,,30/11/2019,8 hours ago,,,https://www.gumtree.com.au/s-ad/dandenong/property-for-rent/luxury-brand-new-studio-apartment-unit-flat-room-for-rent/1234944955,,No,$299,,"LUXURY BRAND NEW STUDIO APARTMENT /UNIT/FLAT ROOM FOR RENT,************************************************************************************************,AVAILABLE IMMEDIATE,SHORT OR LONG TERM WELCOME,$299 PER WEEK RENT,RENT INCLUDES : All Gas, Electricity, Water & Wifi Internet .,• Suitable for single, couple, student, disability pension etc..,• SEPARATE ENTRANCE to each Studio Apartments .,• SELF CONTAINED APARTMENT, each boasting a large open plan area with,wardrobe, ensuite private bathroom with shower, toilet, vanity and kitchenette,with sink, cabinets, 270 litres Stainless Steel Fridge,,40 Inch Smart TV Wall mounted & Split System Aircon / Heater.,Free Wifi Internet.,• PRIVATE LETTER BOXES with keys for Each Studio Apartment,• Walking distance to local shops, Dandenong Hospital, Market,,Dandenong Plaza, Chisholm TAFE, Oasis Swimming Bus Stop, Train Station.,• Shared communal Kitchen facilities with oven and stove and laundry facilities.,house.,*CCTV coverage to secure tenants,To enquire, please call NIS ******** 777",LUXURY BRAND NEW STUDIO APARTMENT /UNIT/FLAT ROOM FOR RENT,Apartment & Unit,"NIS,Gummie since, ,2013","198, , views"
